"","code","month_year","employment","province"
"1108",8,2010-04-01,25919,"Esmeraldas"
"1109",8,2010-05-01,26680,"Esmeraldas"
"1110",8,2010-06-01,27803,"Esmeraldas"
"1111",8,2010-07-01,28664,"Esmeraldas"
"1112",8,2010-08-01,29149,"Esmeraldas"
"1113",8,2010-09-01,30213,"Esmeraldas"
"1114",8,2010-10-01,31275,"Esmeraldas"
"1115",8,2010-11-01,31495,"Esmeraldas"
"1116",8,2010-12-01,31348,"Esmeraldas"
"1117",8,2011-01-01,29482,"Esmeraldas"
"1118",8,2011-02-01,30113,"Esmeraldas"
"1119",8,2011-03-01,30778,"Esmeraldas"
"1120",8,2011-04-01,31524,"Esmeraldas"
"1121",8,2011-05-01,33620,"Esmeraldas"
"1122",8,2011-06-01,34335,"Esmeraldas"
"1123",8,2011-07-01,35009,"Esmeraldas"
"1124",8,2011-08-01,35572,"Esmeraldas"
"1125",8,2011-09-01,35878,"Esmeraldas"
"1126",8,2011-10-01,36308,"Esmeraldas"
"1127",8,2011-11-01,36500,"Esmeraldas"
"1128",8,2011-12-01,36413,"Esmeraldas"
"1129",8,2012-01-01,35975,"Esmeraldas"
"1130",8,2012-02-01,35861,"Esmeraldas"
"1131",8,2012-03-01,36482,"Esmeraldas"
"1132",8,2012-04-01,37406,"Esmeraldas"
"1133",8,2012-05-01,38218,"Esmeraldas"
"1134",8,2012-06-01,38771,"Esmeraldas"
"1135",8,2012-07-01,39038,"Esmeraldas"
"1136",8,2012-08-01,38776,"Esmeraldas"
"1137",8,2012-09-01,39088,"Esmeraldas"
"1138",8,2012-10-01,39137,"Esmeraldas"
"1139",8,2012-11-01,39527,"Esmeraldas"
"1140",8,2012-12-01,39533,"Esmeraldas"
"1141",8,2013-01-01,39569,"Esmeraldas"
"1142",8,2013-02-01,40196,"Esmeraldas"
"1143",8,2013-03-01,40530,"Esmeraldas"
"1144",8,2013-04-01,40332,"Esmeraldas"
"1145",8,2013-05-01,40921,"Esmeraldas"
"1146",8,2013-06-01,41273,"Esmeraldas"
"1147",8,2013-07-01,41404,"Esmeraldas"
"1148",8,2013-08-01,41372,"Esmeraldas"
"1149",8,2013-09-01,41433,"Esmeraldas"
"1150",8,2013-10-01,41501,"Esmeraldas"
"1151",8,2013-11-01,41436,"Esmeraldas"
"1152",8,2013-12-01,41579,"Esmeraldas"
"1153",8,2014-01-01,41107,"Esmeraldas"
"1154",8,2014-02-01,41637,"Esmeraldas"
"1155",8,2014-03-01,41286,"Esmeraldas"
"1156",8,2014-04-01,41211,"Esmeraldas"
"1157",8,2014-05-01,41686,"Esmeraldas"
"1158",8,2014-06-01,42235,"Esmeraldas"
"1159",8,2014-07-01,42809,"Esmeraldas"
"1160",8,2014-08-01,43467,"Esmeraldas"
"1161",8,2014-09-01,43618,"Esmeraldas"
"1162",8,2014-10-01,44040,"Esmeraldas"
"1163",8,2014-11-01,44482,"Esmeraldas"
"1164",8,2014-12-01,44028,"Esmeraldas"
"1165",8,2015-01-01,43594,"Esmeraldas"
"1166",8,2015-02-01,43713,"Esmeraldas"
"1167",8,2015-03-01,43578,"Esmeraldas"
"1168",8,2015-04-01,43113,"Esmeraldas"
"1169",8,2015-05-01,43317,"Esmeraldas"
"1170",8,2015-06-01,43882,"Esmeraldas"
"1171",8,2015-07-01,43918,"Esmeraldas"
"1172",8,2015-08-01,43969,"Esmeraldas"
"1173",8,2015-09-01,43613,"Esmeraldas"
"1174",8,2015-10-01,43270,"Esmeraldas"
"1175",8,2015-11-01,42965,"Esmeraldas"
"1176",8,2015-12-01,42552,"Esmeraldas"
"1177",8,2016-01-01,43529,"Esmeraldas"
"1178",8,2016-02-01,42929,"Esmeraldas"
"1179",8,2016-03-01,42481,"Esmeraldas"
"1180",8,2016-04-01,42306,"Esmeraldas"
"1181",8,2016-05-01,42078,"Esmeraldas"
"1182",8,2016-06-01,41981,"Esmeraldas"
"1183",8,2016-07-01,42026,"Esmeraldas"
"1184",8,2016-08-01,41823,"Esmeraldas"
"1185",8,2016-09-01,41666,"Esmeraldas"
"1186",8,2016-10-01,41614,"Esmeraldas"
"1187",8,2016-11-01,41343,"Esmeraldas"
"1188",8,2016-12-01,41170,"Esmeraldas"
"1189",8,2017-01-01,40769,"Esmeraldas"
"1190",8,2017-02-01,40878,"Esmeraldas"
"1191",8,2017-03-01,41032,"Esmeraldas"
"1192",8,2017-04-01,40907,"Esmeraldas"
"1193",8,2017-05-01,41187,"Esmeraldas"
"1194",8,2017-06-01,41147,"Esmeraldas"
"1195",8,2017-07-01,40951,"Esmeraldas"
"1196",8,2017-08-01,41232,"Esmeraldas"
"1197",8,2017-09-01,41115,"Esmeraldas"
"1198",8,2017-10-01,41809,"Esmeraldas"
"1199",8,2017-11-01,41557,"Esmeraldas"
"1200",8,2017-12-01,41743,"Esmeraldas"
"1201",8,2018-01-01,41874,"Esmeraldas"
"1202",8,2018-02-01,42290,"Esmeraldas"
"1203",8,2018-03-01,42593,"Esmeraldas"
"1204",8,2018-04-01,43058,"Esmeraldas"
"1205",8,2018-05-01,43230,"Esmeraldas"
"1206",8,2018-06-01,43015,"Esmeraldas"
"1207",8,2018-07-01,42934,"Esmeraldas"
"1208",8,2018-08-01,43018,"Esmeraldas"
"1209",8,2018-09-01,42839,"Esmeraldas"
"1210",8,2018-10-01,43058,"Esmeraldas"
"1211",8,2018-11-01,42868,"Esmeraldas"
"1212",8,2018-12-01,43012,"Esmeraldas"
"1213",8,2019-01-01,42774,"Esmeraldas"
"1214",8,2019-02-01,42785,"Esmeraldas"
"1215",8,2019-03-01,42693,"Esmeraldas"
"1216",8,2019-04-01,42367,"Esmeraldas"
"1217",8,2019-05-01,42570,"Esmeraldas"
"1218",8,2019-06-01,42205,"Esmeraldas"
"1219",8,2019-07-01,41799,"Esmeraldas"
"1220",8,2019-08-01,41176,"Esmeraldas"
"1221",8,2019-09-01,41865,"Esmeraldas"
"1222",8,2019-10-01,41701,"Esmeraldas"
"1223",8,2019-11-01,41441,"Esmeraldas"
"1224",8,2019-12-01,41179,"Esmeraldas"
"1225",8,2020-01-01,40372,"Esmeraldas"
"1226",8,2020-02-01,40377,"Esmeraldas"
"1227",8,2020-03-01,40375,"Esmeraldas"
"1228",8,2020-04-01,39410,"Esmeraldas"
"1229",8,2020-05-01,38656,"Esmeraldas"
"1230",8,2020-06-01,38016,"Esmeraldas"
"1231",8,2020-07-01,37686,"Esmeraldas"
"1232",8,2020-08-01,38063,"Esmeraldas"
"1233",8,2020-09-01,37874,"Esmeraldas"
"1234",8,2020-10-01,38018,"Esmeraldas"
"1235",8,2020-11-01,37916,"Esmeraldas"
"1236",8,2020-12-01,37463,"Esmeraldas"
"1237",8,2021-01-01,36462,"Esmeraldas"
"1238",8,2021-02-01,36845,"Esmeraldas"
"1239",8,2021-03-01,36996,"Esmeraldas"
"1240",8,2021-04-01,36917,"Esmeraldas"
"1241",8,2021-05-01,37317,"Esmeraldas"
"1242",8,2021-06-01,37568,"Esmeraldas"
"1243",8,2021-07-01,37493,"Esmeraldas"
"1244",8,2021-08-01,37578,"Esmeraldas"
"1245",8,2021-09-01,37948,"Esmeraldas"
"1246",8,2021-10-01,37971,"Esmeraldas"
"1247",8,2021-11-01,37962,"Esmeraldas"
"1248",8,2021-12-01,37923,"Esmeraldas"
"1249",9,2009-01-01,484745,"Guayas"
"1250",9,2009-02-01,476043,"Guayas"
"1251",9,2009-03-01,478124,"Guayas"
"1252",9,2009-04-01,484011,"Guayas"
"1253",9,2009-05-01,487258,"Guayas"
"1254",9,2009-06-01,492586,"Guayas"
"1255",9,2009-07-01,502240,"Guayas"
"1256",9,2009-08-01,507014,"Guayas"
"1257",9,2009-09-01,515572,"Guayas"
"1258",9,2009-10-01,521814,"Guayas"
"1259",9,2009-11-01,526736,"Guayas"
"1260",9,2009-12-01,524420,"Guayas"
"1261",9,2010-01-01,521249,"Guayas"
"1262",9,2010-02-01,517645,"Guayas"
"1263",9,2010-03-01,526172,"Guayas"
"1264",9,2010-04-01,531855,"Guayas"
"1265",9,2010-05-01,538800,"Guayas"
"1266",9,2010-06-01,547504,"Guayas"
"1267",9,2010-07-01,552910,"Guayas"
"1268",9,2010-08-01,561389,"Guayas"
"1269",9,2010-09-01,569819,"Guayas"
"1270",9,2010-10-01,579923,"Guayas"
"1271",9,2010-11-01,584991,"Guayas"
"1272",9,2010-12-01,586389,"Guayas"
"1273",9,2011-01-01,584164,"Guayas"
"1274",9,2011-02-01,585105,"Guayas"
"1275",9,2011-03-01,594916,"Guayas"
"1276",9,2011-04-01,607727,"Guayas"
"1277",9,2011-05-01,625697,"Guayas"
"1278",9,2011-06-01,639033,"Guayas"
"1279",9,2011-07-01,651198,"Guayas"
"1280",9,2011-08-01,663385,"Guayas"
"1281",9,2011-09-01,669008,"Guayas"
"1282",9,2011-10-01,679388,"Guayas"
"1283",9,2011-11-01,687100,"Guayas"
"1284",9,2011-12-01,687130,"Guayas"
"1285",9,2012-01-01,686590,"Guayas"
"1286",9,2012-02-01,681606,"Guayas"
"1287",9,2012-03-01,688406,"Guayas"
"1288",9,2012-04-01,696957,"Guayas"
"1289",9,2012-05-01,703896,"Guayas"
"1290",9,2012-06-01,708166,"Guayas"
"1291",9,2012-07-01,715813,"Guayas"
"1292",9,2012-08-01,720553,"Guayas"
"1293",9,2012-09-01,724619,"Guayas"
"1294",9,2012-10-01,734412,"Guayas"
"1295",9,2012-11-01,741307,"Guayas"
"1296",9,2012-12-01,738300,"Guayas"
"1297",9,2013-01-01,735791,"Guayas"
"1298",9,2013-02-01,732697,"Guayas"
"1299",9,2013-03-01,737742,"Guayas"
"1300",9,2013-04-01,743172,"Guayas"
"1301",9,2013-05-01,750630,"Guayas"
"1302",9,2013-06-01,756225,"Guayas"
"1303",9,2013-07-01,762384,"Guayas"
"1304",9,2013-08-01,768629,"Guayas"
"1305",9,2013-09-01,774185,"Guayas"
"1306",9,2013-10-01,779830,"Guayas"
"1307",9,2013-11-01,786460,"Guayas"
"1308",9,2013-12-01,781524,"Guayas"
"1309",9,2014-01-01,779944,"Guayas"
"1310",9,2014-02-01,777836,"Guayas"
"1311",9,2014-03-01,780880,"Guayas"
"1312",9,2014-04-01,783864,"Guayas"
"1313",9,2014-05-01,789520,"Guayas"
"1314",9,2014-06-01,795825,"Guayas"
"1315",9,2014-07-01,798947,"Guayas"
"1316",9,2014-08-01,807732,"Guayas"
"1317",9,2014-09-01,817337,"Guayas"
"1318",9,2014-10-01,822200,"Guayas"
"1319",9,2014-11-01,824718,"Guayas"
"1320",9,2014-12-01,818071,"Guayas"
"1321",9,2015-01-01,807876,"Guayas"
"1322",9,2015-02-01,801479,"Guayas"
"1323",9,2015-03-01,806127,"Guayas"
"1324",9,2015-04-01,805554,"Guayas"
"1325",9,2015-05-01,809409,"Guayas"
"1326",9,2015-06-01,810989,"Guayas"
"1327",9,2015-07-01,813381,"Guayas"
"1328",9,2015-08-01,813821,"Guayas"
"1329",9,2015-09-01,815409,"Guayas"
"1330",9,2015-10-01,815969,"Guayas"
"1331",9,2015-11-01,813569,"Guayas"
"1332",9,2015-12-01,803892,"Guayas"
"1333",9,2016-01-01,791576,"Guayas"
"1334",9,2016-02-01,782191,"Guayas"
"1335",9,2016-03-01,780756,"Guayas"
"1336",9,2016-04-01,777864,"Guayas"
"1337",9,2016-05-01,777158,"Guayas"
"1338",9,2016-06-01,775998,"Guayas"
"1339",9,2016-07-01,775207,"Guayas"
"1340",9,2016-08-01,776444,"Guayas"
"1341",9,2016-09-01,778468,"Guayas"
"1342",9,2016-10-01,780522,"Guayas"
"1343",9,2016-11-01,780087,"Guayas"
"1344",9,2016-12-01,774624,"Guayas"
"1345",9,2017-01-01,771493,"Guayas"
"1346",9,2017-02-01,764226,"Guayas"
"1347",9,2017-03-01,767989,"Guayas"
"1348",9,2017-04-01,765115,"Guayas"
"1349",9,2017-05-01,769262,"Guayas"
"1350",9,2017-06-01,771287,"Guayas"
"1351",9,2017-07-01,775210,"Guayas"
"1352",9,2017-08-01,779634,"Guayas"
"1353",9,2017-09-01,783122,"Guayas"
"1354",9,2017-10-01,787791,"Guayas"
"1355",9,2017-11-01,788322,"Guayas"
"1356",9,2017-12-01,785496,"Guayas"
"1357",9,2018-01-01,784336,"Guayas"
"1358",9,2018-02-01,778506,"Guayas"
"1359",9,2018-03-01,780738,"Guayas"
"1360",9,2018-04-01,783948,"Guayas"
"1361",9,2018-05-01,787444,"Guayas"
"1362",9,2018-06-01,790794,"Guayas"
"1363",9,2018-07-01,795207,"Guayas"
"1364",9,2018-08-01,799216,"Guayas"
"1365",9,2018-09-01,800451,"Guayas"
"1366",9,2018-10-01,805670,"Guayas"
"1367",9,2018-11-01,806576,"Guayas"
"1368",9,2018-12-01,801783,"Guayas"
"1369",9,2019-01-01,799158,"Guayas"
"1370",9,2019-02-01,792653,"Guayas"
"1371",9,2019-03-01,792467,"Guayas"
"1372",9,2019-04-01,793630,"Guayas"
"1373",9,2019-05-01,796417,"Guayas"
"1374",9,2019-06-01,798357,"Guayas"
"1375",9,2019-07-01,805386,"Guayas"
"1376",9,2019-08-01,807301,"Guayas"
"1377",9,2019-09-01,810909,"Guayas"
"1378",9,2019-10-01,810865,"Guayas"
"1379",9,2019-11-01,813140,"Guayas"
"1380",9,2019-12-01,807907,"Guayas"
"1381",9,2020-01-01,805954,"Guayas"
"1382",9,2020-02-01,798622,"Guayas"
"1383",9,2020-03-01,793142,"Guayas"
"1384",9,2020-04-01,767905,"Guayas"
"1385",9,2020-05-01,748075,"Guayas"
"1386",9,2020-06-01,742594,"Guayas"
"1387",9,2020-07-01,740245,"Guayas"
"1388",9,2020-08-01,739141,"Guayas"
"1389",9,2020-09-01,742771,"Guayas"
"1390",9,2020-10-01,749914,"Guayas"
"1391",9,2020-11-01,751992,"Guayas"
"1392",9,2020-12-01,750287,"Guayas"
"1393",9,2021-01-01,745024,"Guayas"
"1394",9,2021-02-01,744624,"Guayas"
"1395",9,2021-03-01,751360,"Guayas"
"1396",9,2021-04-01,752509,"Guayas"
"1397",9,2021-05-01,759241,"Guayas"
"1398",9,2021-06-01,765793,"Guayas"
"1399",9,2021-07-01,768790,"Guayas"
"1400",9,2021-08-01,772847,"Guayas"
"1401",9,2021-09-01,779524,"Guayas"
"1402",9,2021-10-01,784449,"Guayas"
"1403",9,2021-11-01,788464,"Guayas"
"1404",9,2021-12-01,786420,"Guayas"
"1405",10,2009-01-01,33144,"Imbabura"
"1406",10,2009-02-01,32871,"Imbabura"
"1407",10,2009-03-01,32732,"Imbabura"
"1408",10,2009-04-01,33209,"Imbabura"
"1409",10,2009-05-01,33183,"Imbabura"
"1410",10,2009-06-01,33192,"Imbabura"
"1411",10,2009-07-01,32954,"Imbabura"
"1412",10,2009-08-01,32949,"Imbabura"
"1413",10,2009-09-01,33819,"Imbabura"
"1414",10,2009-10-01,33927,"Imbabura"
"1415",10,2009-11-01,34037,"Imbabura"
"1416",10,2009-12-01,34275,"Imbabura"
"1417",10,2010-01-01,35325,"Imbabura"
"1418",10,2010-02-01,35198,"Imbabura"
"1419",10,2010-03-01,35370,"Imbabura"
"1420",10,2010-04-01,36012,"Imbabura"
"1421",10,2010-05-01,36382,"Imbabura"
"1422",10,2010-06-01,36678,"Imbabura"
"1423",10,2010-07-01,37028,"Imbabura"
"1424",10,2010-08-01,37231,"Imbabura"
"1425",10,2010-09-01,38150,"Imbabura"
"1426",10,2010-10-01,38829,"Imbabura"
"1427",10,2010-11-01,39381,"Imbabura"
"1428",10,2010-12-01,39773,"Imbabura"
"1429",10,2011-01-01,40731,"Imbabura"
"1430",10,2011-02-01,41312,"Imbabura"
"1431",10,2011-03-01,41417,"Imbabura"
"1432",10,2011-04-01,42219,"Imbabura"
"1433",10,2011-05-01,43227,"Imbabura"
"1434",10,2011-06-01,43847,"Imbabura"
"1435",10,2011-07-01,44257,"Imbabura"
"1436",10,2011-08-01,44491,"Imbabura"
"1437",10,2011-09-01,45117,"Imbabura"
"1438",10,2011-10-01,46117,"Imbabura"
"1439",10,2011-11-01,46759,"Imbabura"
"1440",10,2011-12-01,47103,"Imbabura"
"1441",10,2012-01-01,48375,"Imbabura"
"1442",10,2012-02-01,48695,"Imbabura"
"1443",10,2012-03-01,49549,"Imbabura"
"1444",10,2012-04-01,50454,"Imbabura"
"1445",10,2012-05-01,50135,"Imbabura"
"1446",10,2012-06-01,50247,"Imbabura"
"1447",10,2012-07-01,50448,"Imbabura"
"1448",10,2012-08-01,50420,"Imbabura"
"1449",10,2012-09-01,50651,"Imbabura"
"1450",10,2012-10-01,50984,"Imbabura"
"1451",10,2012-11-01,51405,"Imbabura"
"1452",10,2012-12-01,51497,"Imbabura"
"1453",10,2013-01-01,52072,"Imbabura"
"1454",10,2013-02-01,52647,"Imbabura"
"1455",10,2013-03-01,52811,"Imbabura"
"1456",10,2013-04-01,54596,"Imbabura"
"1457",10,2013-05-01,54771,"Imbabura"
"1458",10,2013-06-01,55152,"Imbabura"
"1459",10,2013-07-01,55622,"Imbabura"
"1460",10,2013-08-01,55431,"Imbabura"
"1461",10,2013-09-01,56072,"Imbabura"
"1462",10,2013-10-01,56803,"Imbabura"
"1463",10,2013-11-01,56926,"Imbabura"
"1464",10,2013-12-01,56760,"Imbabura"
"1465",10,2014-01-01,56340,"Imbabura"
"1466",10,2014-02-01,56674,"Imbabura"
"1467",10,2014-03-01,56708,"Imbabura"
"1468",10,2014-04-01,57237,"Imbabura"
"1469",10,2014-05-01,57269,"Imbabura"
"1470",10,2014-06-01,57731,"Imbabura"
"1471",10,2014-07-01,57912,"Imbabura"
"1472",10,2014-08-01,58322,"Imbabura"
"1473",10,2014-09-01,58148,"Imbabura"
"1474",10,2014-10-01,58810,"Imbabura"
"1475",10,2014-11-01,59372,"Imbabura"
"1476",10,2014-12-01,59292,"Imbabura"
"1477",10,2015-01-01,60119,"Imbabura"
"1478",10,2015-02-01,60023,"Imbabura"
"1479",10,2015-03-01,59492,"Imbabura"
"1480",10,2015-04-01,60062,"Imbabura"
"1481",10,2015-05-01,60205,"Imbabura"
"1482",10,2015-06-01,59890,"Imbabura"
"1483",10,2015-07-01,59330,"Imbabura"
"1484",10,2015-08-01,59074,"Imbabura"
"1485",10,2015-09-01,59180,"Imbabura"
"1486",10,2015-10-01,59383,"Imbabura"
"1487",10,2015-11-01,59176,"Imbabura"
"1488",10,2015-12-01,58746,"Imbabura"
"1489",10,2016-01-01,60034,"Imbabura"
"1490",10,2016-02-01,59128,"Imbabura"
"1491",10,2016-03-01,58645,"Imbabura"
"1492",10,2016-04-01,58956,"Imbabura"
"1493",10,2016-05-01,58690,"Imbabura"
"1494",10,2016-06-01,57922,"Imbabura"
"1495",10,2016-07-01,57620,"Imbabura"
"1496",10,2016-08-01,57311,"Imbabura"
"1497",10,2016-09-01,57710,"Imbabura"
"1498",10,2016-10-01,57998,"Imbabura"
"1499",10,2016-11-01,58155,"Imbabura"
"1500",10,2016-12-01,58389,"Imbabura"
"1501",10,2017-01-01,59574,"Imbabura"
"1502",10,2017-02-01,59688,"Imbabura"
"1503",10,2017-03-01,59155,"Imbabura"
"1504",10,2017-04-01,59156,"Imbabura"
"1505",10,2017-05-01,59239,"Imbabura"
"1506",10,2017-06-01,59080,"Imbabura"
"1507",10,2017-07-01,59314,"Imbabura"
"1508",10,2017-08-01,59437,"Imbabura"
"1509",10,2017-09-01,59928,"Imbabura"
"1510",10,2017-10-01,60597,"Imbabura"
"1511",10,2017-11-01,60939,"Imbabura"
"1512",10,2017-12-01,60663,"Imbabura"
"1513",10,2018-01-01,62233,"Imbabura"
"1514",10,2018-02-01,62156,"Imbabura"
"1515",10,2018-03-01,61759,"Imbabura"
"1516",10,2018-04-01,62598,"Imbabura"
"1517",10,2018-05-01,62774,"Imbabura"
"1518",10,2018-06-01,62337,"Imbabura"
"1519",10,2018-07-01,62070,"Imbabura"
"1520",10,2018-08-01,63273,"Imbabura"
"1521",10,2018-09-01,63474,"Imbabura"
"1522",10,2018-10-01,63982,"Imbabura"
"1523",10,2018-11-01,64398,"Imbabura"
"1524",10,2018-12-01,64841,"Imbabura"
"1525",10,2019-01-01,65272,"Imbabura"
"1526",10,2019-02-01,64626,"Imbabura"
"1527",10,2019-03-01,63459,"Imbabura"
"1528",10,2019-04-01,64469,"Imbabura"
"1529",10,2019-05-01,64049,"Imbabura"
"1530",10,2019-06-01,63089,"Imbabura"
"1531",10,2019-07-01,63126,"Imbabura"
"1532",10,2019-08-01,62700,"Imbabura"
"1533",10,2019-09-01,62985,"Imbabura"
"1534",10,2019-10-01,62837,"Imbabura"
"1535",10,2019-11-01,63219,"Imbabura"
"1536",10,2019-12-01,63256,"Imbabura"
"1537",10,2020-01-01,63973,"Imbabura"
"1538",10,2020-02-01,64119,"Imbabura"
"1539",10,2020-03-01,62812,"Imbabura"
"1540",10,2020-04-01,60359,"Imbabura"
"1541",10,2020-05-01,57162,"Imbabura"
"1542",10,2020-06-01,55563,"Imbabura"
"1543",10,2020-07-01,55303,"Imbabura"
"1544",10,2020-08-01,54748,"Imbabura"
"1545",10,2020-09-01,54754,"Imbabura"
"1546",10,2020-10-01,54825,"Imbabura"
"1547",10,2020-11-01,55020,"Imbabura"
"1548",10,2020-12-01,55575,"Imbabura"
"1549",10,2021-01-01,56071,"Imbabura"
"1550",10,2021-02-01,55571,"Imbabura"
"1551",10,2021-03-01,54934,"Imbabura"
"1552",10,2021-04-01,56136,"Imbabura"
"1553",10,2021-05-01,57294,"Imbabura"
"1554",10,2021-06-01,56879,"Imbabura"
"1555",10,2021-07-01,57101,"Imbabura"
"1556",10,2021-08-01,57392,"Imbabura"
"1557",10,2021-09-01,56932,"Imbabura"
"1558",10,2021-10-01,57576,"Imbabura"
"1559",10,2021-11-01,57951,"Imbabura"
"1560",10,2021-12-01,58552,"Imbabura"
"1561",11,2009-01-01,36065,"Loja"
"1562",11,2009-02-01,36092,"Loja"
"1563",11,2009-03-01,35753,"Loja"
"1564",11,2009-04-01,36349,"Loja"
"1565",11,2009-05-01,36637,"Loja"
"1566",11,2009-06-01,36723,"Loja"
"1567",11,2009-07-01,36215,"Loja"
"1568",11,2009-08-01,35710,"Loja"
"1569",11,2009-09-01,36900,"Loja"
"1570",11,2009-10-01,36861,"Loja"
"1571",11,2009-11-01,36977,"Loja"
"1572",11,2009-12-01,36489,"Loja"
"1573",11,2010-01-01,36946,"Loja"
"1574",11,2010-02-01,37388,"Loja"
"1575",11,2010-03-01,37819,"Loja"
"1576",11,2010-04-01,38216,"Loja"
"1577",11,2010-05-01,39025,"Loja"
"1578",11,2010-06-01,39659,"Loja"
"1579",11,2010-07-01,40558,"Loja"
"1580",11,2010-08-01,40542,"Loja"
"1581",11,2010-09-01,41751,"Loja"
"1582",11,2010-10-01,42173,"Loja"
"1583",11,2010-11-01,42740,"Loja"
"1584",11,2010-12-01,42945,"Loja"
"1585",11,2011-01-01,43259,"Loja"
"1586",11,2011-02-01,44068,"Loja"
"1587",11,2011-03-01,44276,"Loja"
"1588",11,2011-04-01,44578,"Loja"
"1589",11,2011-05-01,45436,"Loja"
"1590",11,2011-06-01,46253,"Loja"
"1591",11,2011-07-01,46715,"Loja"
"1592",11,2011-08-01,47027,"Loja"
"1593",11,2011-09-01,48027,"Loja"
"1594",11,2011-10-01,48426,"Loja"
"1595",11,2011-11-01,48600,"Loja"
"1596",11,2011-12-01,48886,"Loja"
"1597",11,2012-01-01,49828,"Loja"
"1598",11,2012-02-01,49463,"Loja"
"1599",11,2012-03-01,50417,"Loja"
"1600",11,2012-04-01,50979,"Loja"
"1601",11,2012-05-01,51266,"Loja"
"1602",11,2012-06-01,52024,"Loja"
"1603",11,2012-07-01,52622,"Loja"
"1604",11,2012-08-01,52701,"Loja"
"1605",11,2012-09-01,53614,"Loja"
"1606",11,2012-10-01,54315,"Loja"
"1607",11,2012-11-01,54723,"Loja"
"1608",11,2012-12-01,54892,"Loja"
"1609",11,2013-01-01,56653,"Loja"
"1610",11,2013-02-01,57308,"Loja"
"1611",11,2013-03-01,57284,"Loja"
"1612",11,2013-04-01,58877,"Loja"
"1613",11,2013-05-01,59356,"Loja"
"1614",11,2013-06-01,59848,"Loja"
"1615",11,2013-07-01,59836,"Loja"
"1616",11,2013-08-01,59483,"Loja"
"1617",11,2013-09-01,60689,"Loja"
"1618",11,2013-10-01,60956,"Loja"
"1619",11,2013-11-01,61364,"Loja"
"1620",11,2013-12-01,61036,"Loja"
"1621",11,2014-01-01,60351,"Loja"
"1622",11,2014-02-01,60708,"Loja"
"1623",11,2014-03-01,60705,"Loja"
"1624",11,2014-04-01,60625,"Loja"
"1625",11,2014-05-01,60647,"Loja"
"1626",11,2014-06-01,60546,"Loja"
"1627",11,2014-07-01,60351,"Loja"
"1628",11,2014-08-01,60445,"Loja"
"1629",11,2014-09-01,61191,"Loja"
"1630",11,2014-10-01,61728,"Loja"
"1631",11,2014-11-01,61910,"Loja"
"1632",11,2014-12-01,61272,"Loja"
"1633",11,2015-01-01,60794,"Loja"
"1634",11,2015-02-01,61010,"Loja"
"1635",11,2015-03-01,61056,"Loja"
"1636",11,2015-04-01,60670,"Loja"
"1637",11,2015-05-01,60747,"Loja"
"1638",11,2015-06-01,60886,"Loja"
"1639",11,2015-07-01,60720,"Loja"
"1640",11,2015-08-01,60373,"Loja"
"1641",11,2015-09-01,60613,"Loja"
"1642",11,2015-10-01,60823,"Loja"
"1643",11,2015-11-01,60335,"Loja"
"1644",11,2015-12-01,59539,"Loja"
"1645",11,2016-01-01,59088,"Loja"
"1646",11,2016-02-01,58816,"Loja"
"1647",11,2016-03-01,58575,"Loja"
"1648",11,2016-04-01,57862,"Loja"
"1649",11,2016-05-01,57918,"Loja"
"1650",11,2016-06-01,57801,"Loja"
"1651",11,2016-07-01,57752,"Loja"
"1652",11,2016-08-01,57341,"Loja"
"1653",11,2016-09-01,57525,"Loja"
"1654",11,2016-10-01,57455,"Loja"
"1655",11,2016-11-01,57158,"Loja"
"1656",11,2016-12-01,56890,"Loja"
"1657",11,2017-01-01,56171,"Loja"
"1658",11,2017-02-01,56284,"Loja"
"1659",11,2017-03-01,56649,"Loja"
"1660",11,2017-04-01,56530,"Loja"
"1661",11,2017-05-01,56658,"Loja"
"1662",11,2017-06-01,56778,"Loja"
"1663",11,2017-07-01,56816,"Loja"
"1664",11,2017-08-01,57217,"Loja"
"1665",11,2017-09-01,57215,"Loja"
"1666",11,2017-10-01,57345,"Loja"
"1667",11,2017-11-01,57524,"Loja"
"1668",11,2017-12-01,57684,"Loja"
"1669",11,2018-01-01,57925,"Loja"
"1670",11,2018-02-01,57965,"Loja"
"1671",11,2018-03-01,58069,"Loja"
"1672",11,2018-04-01,58360,"Loja"
"1673",11,2018-05-01,58525,"Loja"
"1674",11,2018-06-01,58942,"Loja"
"1675",11,2018-07-01,58962,"Loja"
"1676",11,2018-08-01,59231,"Loja"
"1677",11,2018-09-01,59193,"Loja"
"1678",11,2018-10-01,59953,"Loja"
"1679",11,2018-11-01,60005,"Loja"
"1680",11,2018-12-01,59824,"Loja"
"1681",11,2019-01-01,59396,"Loja"
"1682",11,2019-02-01,59418,"Loja"
"1683",11,2019-03-01,59183,"Loja"
"1684",11,2019-04-01,59559,"Loja"
"1685",11,2019-05-01,60091,"Loja"
"1686",11,2019-06-01,59462,"Loja"
"1687",11,2019-07-01,59553,"Loja"
"1688",11,2019-08-01,59530,"Loja"
"1689",11,2019-09-01,59812,"Loja"
"1690",11,2019-10-01,59887,"Loja"
"1691",11,2019-11-01,59966,"Loja"
"1692",11,2019-12-01,59806,"Loja"
"1693",11,2020-01-01,59113,"Loja"
"1694",11,2020-02-01,59363,"Loja"
"1695",11,2020-03-01,58780,"Loja"
